train_id,distance_km,scheduled_speed_kmh,actual_speed_kmh,scheduled_time_min,actual_time_min,departure_time,scheduled_arrival,actual_arrival,actual_delay_min,predicted_delay_min
T346,162,84,64.39,115.71,150.95,06:38,08:33,09:08,35.23,27.01
T347,469,47,55.69,598.72,505.28,07:03,17:01,15:28,-93.45,-110.73
T348,471,68,86.27,415.59,327.59,08:27,15:22,13:54,-88.0,-111.63
T349,153,94,69.88,97.66,131.37,06:44,08:21,08:55,33.71,25.06
T350,389,92,117.12,253.7,199.28,08:15,12:28,11:34,-54.42,-69.28
T351,303,94,95.27,193.4,190.82,09:31,12:44,12:41,-2.58,-2.62
T352,276,71,62.46,233.24,265.12,09:51,13:44,14:16,31.88,28.05
T353,161,90,67.15,107.33,143.86,06:47,08:34,09:10,36.52,27.25
T354,148,83,83.03,106.99,106.95,06:38,08:24,08:24,-0.04,-0.04
T355,202,57,67.07,212.63,180.7,08:56,12:28,11:56,-31.93,-37.57
T356,398,45,50.59,530.67,472.02,10:40,19:30,18:32,-58.65,-65.94
T357,451,57,41.62,474.74,650.2,06:42,14:36,17:32,175.47,128.11
T358,433,58,43.14,447.93,602.27,07:55,15:22,17:57,154.34,114.79
T359,415,61,57.45,408.2,433.46,06:44,13:32,13:57,25.26,23.79
T360,387,76,66.67,305.53,348.31,09:09,14:14,14:57,42.78,37.53
T361,243,71,59.6,205.35,244.63,10:51,14:16,14:55,39.28,32.97
T362,359,95,82.52,226.74,261.04,09:59,13:45,14:20,34.3,29.79
T363,212,80,94.57,159.0,134.51,08:07,10:46,10:21,-24.49,-28.95
T364,257,98,123.24,157.35,125.12,09:54,12:31,11:59,-32.22,-40.52
T365,494,42,39.61,705.71,748.32,10:56,22:41,23:24,42.61,40.18
T366,218,67,83.33,195.22,156.97,06:35,09:50,09:11,-38.25,-47.57
T367,210,49,43.75,257.14,287.99,07:54,12:11,12:41,30.84,27.54
T368,117,90,88.73,78.0,79.12,10:30,11:48,11:49,1.12,1.1
T369,338,74,61.84,274.05,327.97,08:33,13:07,14:00,53.91,45.05
T370,447,68,73.73,394.41,363.75,10:22,16:56,16:25,-30.66,-33.24
T371,326,93,119.73,210.32,163.37,06:44,10:14,09:27,-46.95,-60.44
T372,353,54,57.35,392.22,369.29,09:35,16:07,15:44,-22.93,-24.36
T373,453,72,65.86,377.5,412.71,07:39,13:56,14:31,35.21,32.21
T374,433,46,50.08,564.78,518.77,09:55,19:19,18:33,-46.01,-50.09
T375,441,51,39.46,518.82,670.53,07:19,15:57,18:29,151.71,117.38
T376,184,88,108.52,125.45,101.73,08:05,10:10,09:46,-23.72,-29.26
T377,244,69,69.13,212.17,211.78,06:41,10:13,10:12,-0.39,-0.39
T378,450,60,58.18,450.0,464.1,08:58,16:28,16:42,14.1,13.68
T379,177,70,73.61,151.71,144.28,10:55,13:26,13:19,-7.43,-7.82
T380,82,97,104.26,50.72,47.19,10:24,11:14,11:11,-3.53,-3.8
T381,225,63,46.81,214.29,288.38,07:54,11:28,12:42,74.09,55.06
T382,492,59,65.46,500.34,450.93,08:06,16:26,15:36,-49.41,-54.82
T383,420,76,64.23,331.58,392.33,10:22,15:53,16:54,60.75,51.34
T384,424,43,48.52,591.63,524.32,08:49,18:40,17:33,-67.31,-75.95
T385,71,67,79.97,63.58,53.27,10:31,11:34,11:24,-10.31,-12.3
T386,287,83,98.14,207.47,175.47,08:48,12:15,11:43,-32.0,-37.84
T387,207,59,60.86,210.51,204.08,08:41,12:11,12:05,-6.43,-6.63
T388,87,99,100.2,52.73,52.1,08:17,09:09,09:09,-0.63,-0.64
T389,279,63,49.5,265.71,338.18,07:54,12:19,13:32,72.46,56.94
T390,414,89,103.7,279.1,239.53,07:14,11:53,11:13,-39.57,-46.11
T391,100,88,75.93,68.18,79.02,09:30,10:38,10:49,10.84,9.35
T392,487,90,89.82,324.67,325.31,07:32,12:56,12:57,0.65,0.64
T393,313,71,61.81,264.51,303.83,08:31,12:55,13:34,39.33,34.24
T394,332,80,62.42,249.0,319.11,08:16,12:25,13:35,70.11,54.71
T395,76,75,80.83,60.8,56.41,07:10,08:10,08:06,-4.39,-4.73
T396,275,97,71.06,170.1,232.19,08:05,10:55,11:57,62.09,45.49
T397,326,92,105.73,212.61,185.01,07:28,11:00,10:33,-27.6,-31.72
T398,335,73,65.01,275.34,309.18,08:32,13:07,13:41,33.84,30.14
T399,146,75,52.51,116.8,166.84,10:13,12:09,12:59,50.04,35.03
T400,333,41,41.27,487.32,484.08,07:50,15:57,15:54,-3.23,-3.25
T401,416,54,39.32,462.22,634.82,08:00,15:42,18:34,172.6,125.67
T402,497,73,63.2,408.49,471.86,09:33,16:21,17:24,63.37,54.86
T403,366,75,84.31,292.8,260.46,09:20,14:12,13:40,-32.34,-36.36
T404,353,45,33.19,470.67,638.09,08:58,16:48,19:36,167.43,123.5
T405,196,78,93.88,150.77,125.26,08:35,11:05,10:40,-25.5,-30.7
T406,53,81,56.89,39.26,55.9,09:25,10:04,10:20,16.64,11.69
T407,84,90,76.33,56.0,66.03,07:53,08:49,08:59,10.03,8.51
T408,241,90,103.01,160.67,140.38,09:06,11:46,11:26,-20.29,-23.22
T409,98,97,86.31,60.62,68.13,09:38,10:38,10:46,7.51,6.68
T410,66,93,70.79,42.58,55.94,08:35,09:17,09:30,13.36,10.17
T411,221,51,46.72,260.0,283.8,10:36,14:56,15:19,23.8,21.8
T412,269,42,36.21,384.29,445.69,10:41,17:05,18:06,61.4,52.94
T413,207,84,101.27,147.86,122.64,06:23,08:50,08:25,-25.22,-30.4
T414,95,57,50.62,100.0,112.61,07:07,08:47,08:59,12.61,11.2
T415,422,79,92.7,320.51,273.15,10:12,15:32,14:45,-47.35,-55.56
T416,55,60,74.11,55.0,44.53,06:54,07:49,07:38,-10.47,-12.93
T417,148,54,51.86,164.44,171.24,09:25,12:09,12:16,6.8,6.53
T418,429,72,89.71,357.5,286.93,10:17,16:14,15:03,-70.57,-87.93
T419,282,74,68.55,228.65,246.82,10:03,13:51,14:09,18.17,16.83
T420,86,65,83.1,79.38,62.09,08:52,10:11,09:54,-17.29,-22.1
T421,329,47,35.42,420.0,557.34,06:44,13:44,16:01,137.34,103.5
T422,398,75,83.42,318.4,286.28,09:27,14:45,14:13,-32.12,-35.73
T423,351,87,86.68,242.07,242.97,07:46,11:48,11:48,0.9,0.9
T424,230,69,64.35,200.0,214.46,08:07,11:27,11:41,14.46,13.48
T425,144,62,66.94,139.35,129.08,08:20,10:39,10:29,-10.28,-11.1
T426,148,81,90.91,109.63,97.68,09:02,10:51,10:39,-11.95,-13.41
T427,237,83,58.32,171.33,243.84,07:29,10:20,11:32,72.51,50.95
T428,165,53,42.41,186.79,233.44,06:26,09:32,10:19,46.65,37.33
T429,240,53,59.77,271.7,240.9,09:20,13:51,13:20,-30.79,-34.73
T430,302,41,45.09,441.95,401.84,08:09,15:30,14:50,-40.12,-44.12
T431,465,94,120.29,296.81,231.95,08:31,13:27,12:22,-64.86,-83.0
T432,210,76,87.9,165.79,143.34,10:13,12:58,12:36,-22.45,-25.97
T433,305,44,55.9,415.91,327.37,10:10,17:05,15:37,-88.54,-112.49
T434,372,77,86.36,289.87,258.46,10:20,15:09,14:38,-31.41,-35.23
T435,177,84,73.82,126.43,143.86,10:47,12:53,13:10,17.43,15.32
T436,67,80,61.06,50.25,65.84,09:41,10:31,10:46,15.59,11.9
T437,330,93,108.73,212.9,182.11,06:43,10:15,09:45,-30.79,-36.0
T438,272,99,107.56,164.85,151.73,10:14,12:58,12:45,-13.12,-14.26
T439,103,86,62.69,71.86,98.59,09:19,10:30,10:57,26.73,19.48
T440,107,53,48.55,121.13,132.24,06:44,08:45,08:56,11.1,10.17
T441,372,95,121.04,234.95,184.41,10:20,14:14,13:24,-50.54,-64.39
T442,409,78,78.02,314.62,314.54,08:48,14:02,14:02,-0.08,-0.08
T443,223,64,61.42,209.06,217.86,10:25,13:54,14:02,8.79,8.44
T444,329,59,57.5,334.58,343.29,09:51,15:25,15:34,8.71,8.49
T445,163,41,33.84,238.54,289.02,09:10,13:08,13:59,50.48,41.67
T446,337,78,71.86,259.23,281.4,06:01,10:20,10:42,22.17,20.42
T447,480,45,41.48,640.0,694.23,07:47,18:27,19:21,54.23,49.99
T448,391,56,40.96,418.93,572.77,09:30,16:28,19:02,153.84,112.52
T449,200,98,113.73,122.45,105.51,09:15,11:17,11:00,-16.94,-19.66
T450,499,64,60.79,467.81,492.48,08:52,16:39,17:04,24.67,23.44
T451,176,96,114.56,110.0,92.18,10:33,12:23,12:05,-17.82,-21.26
T452,204,67,81.08,182.69,150.95,09:25,12:27,11:55,-31.73,-38.4
T453,435,41,33.92,636.59,769.57,08:18,18:54,21:07,132.98,110.0
T454,322,74,80.99,261.08,238.56,09:54,14:15,13:52,-22.52,-24.65
T455,153,76,74.74,120.79,122.83,08:25,10:25,10:27,2.04,2.01
T456,466,44,54.04,635.45,517.43,06:10,16:45,14:47,-118.02,-144.94
T457,442,40,33.18,663.0,799.33,10:51,21:54,00:10,136.33,113.08
T458,348,79,87.43,264.3,238.82,07:12,11:36,11:10,-25.48,-28.2
T459,295,51,54.3,347.06,325.98,09:03,14:50,14:28,-21.08,-22.44
T460,225,95,83.33,142.11,162.0,09:16,11:38,11:58,19.9,17.45
T461,88,75,58.65,70.4,90.03,08:52,10:02,10:22,19.63,15.35
T462,219,84,91.64,156.43,143.38,08:24,11:00,10:47,-13.05,-14.23
T463,296,62,70.88,286.45,250.58,09:33,14:19,13:43,-35.87,-41.01
T464,75,86,76.49,52.33,58.83,07:40,08:32,08:38,6.51,5.79
T465,404,70,76.08,346.29,318.6,07:39,13:25,12:57,-27.69,-30.09
T466,355,50,46.85,426.0,454.6,07:23,14:29,14:57,28.6,26.8
T467,458,49,55.27,560.82,497.21,06:25,15:45,14:42,-63.61,-71.74
T468,457,42,34.42,652.86,796.62,07:45,18:37,21:01,143.77,117.82
T469,62,93,114.77,40.0,32.41,08:30,09:10,09:02,-7.59,-9.37
T470,365,53,46.24,413.21,473.62,06:58,13:51,14:51,60.41,52.71
T471,440,55,50.64,480.0,521.36,08:56,16:56,17:37,41.36,38.08
T472,362,49,36.01,443.27,603.2,07:44,15:07,17:47,159.94,117.53
T473,85,68,52.15,75.0,97.8,09:20,10:35,10:57,22.8,17.48
T474,222,49,49.47,271.84,269.27,08:35,13:06,13:04,-2.56,-2.59
T475,69,51,43.89,81.18,94.33,10:23,11:44,11:57,13.15,11.32
T476,370,69,82.89,321.74,267.83,08:04,13:25,12:31,-53.91,-64.76
T477,313,80,56.71,234.75,331.19,07:05,10:59,12:36,96.44,68.36
T478,449,40,37.1,673.5,726.18,06:18,17:31,18:24,52.68,48.86
T479,191,44,39.71,260.45,288.62,07:10,11:30,11:58,28.17,25.42
T480,420,59,41.98,427.12,600.23,07:35,14:42,17:35,173.11,123.18
T481,192,47,36.41,245.11,316.42,06:04,10:09,11:20,71.31,55.24
T482,141,82,77.75,103.17,108.81,07:19,09:02,09:07,5.64,5.35
T483,403,51,50.78,474.12,476.16,09:09,17:03,17:05,2.04,2.03
T484,371,40,37.7,556.5,590.4,10:00,19:16,19:50,33.9,31.96
T485,337,96,97.78,210.62,206.79,06:39,10:09,10:05,-3.84,-3.91
T486,264,93,98.31,170.32,161.13,08:54,11:44,11:35,-9.2,-9.72
T487,496,59,41.65,504.41,714.5,10:06,18:30,22:00,210.1,148.32
T488,391,67,65.56,350.15,357.86,10:39,16:29,16:36,7.71,7.54
T489,100,96,122.7,62.5,48.9,08:21,09:23,09:09,-13.6,-17.38
T490,202,82,82.94,147.8,146.14,08:26,10:53,10:52,-1.67,-1.69
T491,235,76,84.1,185.53,167.67,08:55,12:00,11:42,-17.86,-19.76
T492,112,86,76.29,78.14,88.08,09:37,10:55,11:05,9.94,8.82
T493,239,76,88.49,188.68,162.04,06:32,09:40,09:14,-26.64,-31.02
T494,174,51,59.35,204.71,175.9,08:13,11:37,11:08,-28.8,-33.52
T495,199,76,76.97,157.11,155.12,07:00,09:37,09:35,-1.98,-2.01
T496,363,88,113.13,247.5,192.52,10:35,14:42,13:47,-54.98,-70.69
T497,107,88,68.23,72.95,94.09,09:16,10:28,10:50,21.14,16.39
T498,391,95,67.47,246.95,347.73,06:50,10:56,12:37,100.78,71.57
T499,354,83,96.45,255.9,220.21,06:13,10:28,09:53,-35.69,-41.48
T500,229,95,112.51,144.63,122.12,06:06,08:30,08:08,-22.51,-26.65
T501,219,67,51.73,196.12,254.0,10:15,13:31,14:28,57.88,44.69
T502,375,86,73.9,261.63,304.45,07:20,11:41,12:24,42.82,36.8
T503,320,54,38.37,355.56,500.41,06:04,11:59,14:24,144.85,102.92
T504,103,45,39.42,137.33,156.78,10:46,13:03,13:22,19.44,17.03
T505,493,83,96.6,356.39,306.2,09:04,15:00,14:10,-50.18,-58.41
T506,150,98,99.06,91.84,90.86,10:48,12:19,12:18,-0.98,-0.99
T507,313,59,53.62,318.31,350.23,08:46,14:04,14:36,31.92,29.01
T508,102,89,82.15,68.76,74.5,07:24,08:32,08:38,5.73,5.29
T509,109,53,37.14,123.4,176.08,06:29,08:32,09:25,52.68,36.92
T510,157,41,36.08,229.76,261.12,09:38,13:27,13:59,31.37,27.6
T511,54,48,52.22,67.5,62.05,08:49,09:56,09:51,-5.45,-5.93
T512,152,76,97.62,120.0,93.42,07:01,09:01,08:34,-26.58,-34.14
T513,245,59,71.29,249.15,206.21,06:57,11:06,10:23,-42.94,-51.88
T514,311,65,46.42,287.08,401.98,08:56,13:43,15:37,114.9,82.06
T515,414,68,84.26,365.29,294.8,07:26,13:31,12:20,-70.5,-87.36
T516,421,40,46.8,631.5,539.78,08:14,18:45,17:13,-91.72,-107.3
T517,399,94,109.81,254.68,218.01,06:24,10:38,10:02,-36.67,-42.84
T518,96,74,72.14,77.84,79.85,08:17,09:34,09:36,2.01,1.96
T519,404,45,42.25,538.67,573.78,08:26,17:24,17:59,35.11,32.96
T520,360,76,67.01,284.21,322.33,10:17,15:01,15:39,38.12,33.61
T521,473,92,68.03,308.48,417.19,06:42,11:50,13:39,108.71,80.38
T522,357,98,82.02,218.57,261.16,10:07,13:45,14:28,42.58,35.64
T523,193,44,37.31,263.18,310.37,06:28,10:51,11:38,47.19,40.01
T524,318,72,71.31,265.0,267.56,07:19,11:44,11:46,2.56,2.53
T525,419,88,101.07,285.68,248.75,06:59,11:44,11:07,-36.93,-42.41
T526,173,90,88.59,115.33,117.17,08:22,10:17,10:19,1.84,1.81
T527,155,53,38.94,175.47,238.83,09:47,12:42,13:45,63.36,46.55
T528,207,51,65.01,243.53,191.05,06:48,10:51,09:59,-52.48,-66.89
T529,196,81,102.52,145.19,114.71,09:03,11:28,10:57,-30.47,-38.57
T530,194,59,69.1,197.29,168.46,06:26,09:43,09:14,-28.83,-33.76
T531,169,92,119.12,110.22,85.12,08:19,10:09,09:44,-25.09,-32.49
T532,368,89,91.38,248.09,241.64,07:49,11:57,11:50,-6.45,-6.62
T533,324,63,80.49,308.57,241.51,09:06,14:14,13:07,-67.06,-85.68
T534,141,98,73.05,86.33,115.82,09:29,10:55,11:24,29.49,21.98
T535,107,82,75.39,78.29,85.16,10:49,12:07,12:14,6.86,6.31
T536,488,73,60.97,401.1,480.22,06:52,13:33,14:52,79.13,66.09
T537,395,64,52.32,370.31,452.98,10:12,16:22,17:44,82.67,67.58
T538,278,89,69.82,187.42,238.9,10:09,13:16,14:07,51.49,40.39
T539,166,68,72.99,146.47,136.45,10:22,12:48,12:38,-10.02,-10.76
T540,367,96,112.2,229.38,196.25,09:03,12:52,12:19,-33.13,-38.72
T541,328,78,81.66,252.31,240.99,10:10,14:22,14:10,-11.32,-11.85
T542,176,70,55.17,150.86,191.4,06:40,09:10,09:51,40.54,31.95
T543,442,95,112.73,279.16,235.24,08:19,12:58,12:14,-43.91,-52.11
T544,445,86,93.02,310.47,287.05,08:35,13:45,13:22,-23.42,-25.33
T545,178,82,76.5,130.24,139.61,10:19,12:29,12:38,9.37,8.74
T546,107,89,98.3,72.13,65.31,10:29,11:41,11:34,-6.82,-7.54
T547,171,62,53.07,165.48,193.34,06:18,09:03,09:31,27.85,23.84
T548,50,83,75.29,36.14,39.85,10:42,11:18,11:21,3.7,3.36
T549,288,77,96.29,224.42,179.46,10:48,14:32,13:47,-44.95,-56.21
T550,339,59,51.58,344.75,394.31,07:31,13:15,14:05,49.56,43.33
T551,145,62,60.88,140.32,142.9,10:02,12:22,12:24,2.57,2.53
T552,175,84,103.66,125.0,101.29,10:12,12:17,11:53,-23.71,-29.26
T553,167,91,102.34,110.11,97.91,06:28,08:18,08:05,-12.2,-13.72
T554,97,55,40.55,105.82,143.52,10:50,12:35,13:13,37.7,27.8
T555,138,89,70.17,93.03,118.01,06:40,08:13,08:38,24.97,19.69
T556,286,81,57.08,211.85,300.62,06:35,10:06,11:35,88.77,62.56
T557,422,99,106.78,255.76,237.13,08:00,12:15,11:57,-18.63,-20.09
T558,434,94,91.05,277.02,286.0,09:36,14:13,14:22,8.98,8.7
T559,321,47,36.69,409.79,524.99,10:01,16:50,18:45,115.2,89.92
T560,238,89,113.45,160.45,125.87,07:52,10:32,09:57,-34.58,-44.09
T561,241,60,61.07,241.0,236.79,08:12,12:13,12:08,-4.21,-4.29
T562,496,40,33.81,744.0,880.33,09:08,21:32,23:48,136.33,115.22
T563,118,94,94.03,75.32,75.29,08:37,09:52,09:52,-0.03,-0.03
T564,327,47,52.07,417.45,376.83,08:21,15:18,14:37,-40.61,-44.99
T565,398,68,50.71,351.18,470.91,10:25,16:16,18:15,119.73,89.29
T566,296,71,61.4,250.14,289.24,08:42,12:52,13:31,39.1,33.81
T567,125,77,91.18,97.4,82.25,08:22,09:59,09:44,-15.15,-17.94
T568,203,44,42.94,276.82,283.68,06:03,10:39,10:46,6.87,6.7
T569,193,86,88.4,134.65,130.99,08:29,10:43,10:39,-3.66,-3.76
T570,484,61,58.54,476.07,496.06,09:29,17:25,17:45,20.0,19.19
T571,135,86,62.47,94.19,129.67,06:03,07:37,08:12,35.49,25.77
T572,234,73,58.36,192.33,240.58,09:53,13:05,13:53,48.25,38.57
T573,334,40,38.69,501.0,517.92,08:10,16:31,16:47,16.92,16.37
T574,269,94,77.6,171.7,207.99,07:41,10:32,11:08,36.29,29.96
T575,118,94,68.62,75.32,103.18,07:57,09:12,09:40,27.86,20.34
T576,96,65,78.4,88.62,73.47,10:40,12:08,11:53,-15.15,-18.27
T577,143,82,105.67,104.63,81.19,07:13,08:57,08:34,-23.44,-30.21
T578,287,49,57.62,351.43,298.86,10:42,16:33,15:40,-52.57,-61.81
T579,495,69,83.65,430.43,355.06,07:48,14:58,13:43,-75.37,-91.37
T580,253,89,75.22,170.56,201.8,10:28,13:18,13:49,31.24,26.41
T581,449,57,72.75,472.63,370.29,09:14,17:06,15:24,-102.34,-130.62
T582,267,56,45.82,286.07,349.65,10:13,14:59,16:02,63.58,52.02
T583,481,65,82.61,444.0,349.37,09:22,16:46,15:11,-94.63,-120.26
T584,390,47,60.95,497.87,383.9,06:08,14:25,12:31,-113.98,-147.81
T585,88,86,96.92,61.4,54.48,10:35,11:36,11:29,-6.92,-7.8
T586,149,79,101.81,113.16,87.81,07:39,09:32,09:06,-25.35,-32.67
T587,338,88,91.67,230.45,221.22,08:32,12:22,12:13,-9.23,-9.62
T588,303,51,43.64,356.47,416.57,06:32,12:28,13:28,60.1,51.43
T589,271,66,63.51,246.36,256.04,06:38,10:44,10:54,9.68,9.31
T590,406,47,49.64,518.3,490.75,06:57,15:35,15:07,-27.55,-29.1
T591,72,64,47.61,67.5,90.74,07:32,08:39,09:02,23.24,17.29
T592,299,85,91.24,211.06,196.63,10:09,13:40,13:25,-14.43,-15.49
T593,59,43,55.41,82.33,63.88,11:00,12:22,12:03,-18.44,-23.77
T594,295,72,58.61,245.83,301.98,09:24,13:29,14:25,56.15,45.71
T595,374,40,47.02,561.0,477.22,10:57,20:18,18:54,-83.78,-98.49
T596,149,58,72.19,154.14,123.83,09:48,12:22,11:51,-30.31,-37.72
T597,339,70,88.64,290.57,229.48,07:41,12:31,11:30,-61.09,-77.36
T598,229,55,70.18,249.82,195.77,10:35,14:44,13:50,-54.05,-68.97
T599,272,53,53.68,307.92,304.01,07:42,12:49,12:46,-3.91,-3.96
T600,443,92,118.35,288.91,224.59,06:08,10:56,09:52,-64.32,-82.74
T601,299,87,100.43,206.21,178.63,08:02,11:28,11:00,-27.58,-31.84
T602,196,44,35.07,267.27,335.35,06:47,11:14,12:22,68.07,54.26
T603,491,80,78.89,368.25,373.43,08:24,14:32,14:37,5.18,5.1
T604,145,65,73.51,133.85,118.34,08:58,11:11,10:56,-15.5,-17.53
T605,306,67,56.84,274.03,322.99,08:25,12:59,13:47,48.96,41.54
T606,374,41,44.46,547.32,504.73,07:47,16:54,16:11,-42.58,-46.18
T607,53,89,97.9,35.73,32.48,10:02,10:37,10:34,-3.25,-3.57
T608,65,45,35.89,86.67,108.66,06:45,08:11,08:33,21.99,17.54
T609,329,48,49.87,411.25,395.79,09:24,16:15,15:59,-15.46,-16.06
T610,385,72,83.73,320.83,275.87,09:47,15:07,14:22,-44.96,-52.29
T611,296,80,79.95,222.0,222.15,09:22,13:04,13:04,0.15,0.15
T612,307,64,45.26,287.81,406.94,10:11,14:58,16:57,119.13,84.25
T613,433,87,61.37,298.62,423.32,11:00,15:58,18:03,124.7,87.97
T614,209,52,47.54,241.15,263.78,06:42,10:43,11:05,22.63,20.69
T615,389,48,60.27,486.25,387.23,08:50,16:56,15:17,-99.02,-124.34
T616,201,92,77.02,131.09,156.58,07:37,09:48,10:13,25.49,21.34
T617,445,52,56.19,513.46,475.16,06:16,14:49,14:11,-38.31,-41.39
T618,227,70,58.33,194.57,233.51,07:57,11:11,11:50,38.94,32.45
T619,212,80,71.44,159.0,178.05,10:08,12:47,13:06,19.05,17.01
T620,429,50,60.44,514.8,425.87,07:04,15:38,14:09,-88.93,-107.5
T621,82,43,48.9,114.42,100.6,07:36,09:30,09:16,-13.81,-15.71
T622,466,73,55.28,383.01,505.8,10:35,16:58,19:00,122.79,92.98
T623,494,77,73.71,384.94,402.14,07:41,14:05,14:23,17.2,16.47
T624,228,85,60.99,160.94,224.31,07:19,09:59,11:03,63.37,45.47
T625,476,43,42.51,664.19,671.89,10:00,21:04,21:11,7.7,7.62
T626,150,77,84.5,116.88,106.5,08:43,10:39,10:29,-10.38,-11.39
T627,317,58,44.72,327.93,425.28,06:59,12:26,14:04,97.35,75.06
T628,372,45,39.3,496.0,567.94,10:09,18:25,19:36,71.94,62.83
T629,114,73,68.53,93.7,99.82,06:21,07:54,08:00,6.12,5.74
T630,466,57,71.35,490.53,391.88,06:44,14:54,13:15,-98.64,-123.47
T631,217,52,67.39,250.38,193.21,09:09,13:19,12:22,-57.18,-74.1
T632,379,80,58.16,284.25,391.02,09:58,14:42,16:29,106.77,77.62
T633,92,62,71.71,89.03,76.98,10:41,12:10,11:57,-12.06,-13.94
T634,93,58,53.54,96.21,104.23,07:04,08:40,08:48,8.02,7.4
T635,334,84,78.58,238.57,255.03,06:16,10:14,10:31,16.46,15.39
T636,446,50,57.63,535.2,464.36,06:11,15:06,13:55,-70.84,-81.65
T637,61,40,50.04,91.5,73.14,10:09,11:40,11:22,-18.36,-22.97
T638,144,63,80.05,137.14,107.94,08:42,10:59,10:29,-29.2,-37.1
T639,351,93,97.3,226.45,216.44,10:12,13:58,13:48,-10.02,-10.48
T640,435,46,42.06,567.39,620.59,09:26,18:53,19:46,53.2,48.64
T641,302,64,75.04,283.12,241.47,08:13,12:56,12:14,-41.66,-48.85
T642,291,60,51.04,291.0,342.11,10:16,15:07,15:58,51.11,43.48
T643,84,54,56.08,93.33,89.88,09:44,11:17,11:13,-3.46,-3.59
T644,264,40,36.61,396.0,432.72,07:42,14:18,14:54,36.72,33.6
T645,386,51,55.79,454.12,415.11,10:58,18:32,17:53,-39.01,-42.68
T646,139,97,81.89,85.98,101.84,06:25,07:50,08:06,15.86,13.39
T647,313,46,37.49,408.26,500.96,06:07,12:55,14:27,92.7,75.55
T648,142,54,67.55,157.78,126.13,07:18,09:55,09:24,-31.65,-39.59
T649,459,60,45.66,459.0,603.09,10:10,17:49,20:13,144.09,109.66
T650,139,58,58.21,143.79,143.28,06:06,08:29,08:29,-0.51,-0.51
T651,467,99,82.42,283.03,339.97,10:48,15:31,16:27,56.94,47.4
T652,164,68,49.19,144.71,200.05,06:59,09:23,10:19,55.34,40.03
T653,154,64,46.18,144.38,200.07,10:20,12:44,13:40,55.7,40.19
T654,440,72,57.97,366.67,455.41,08:10,14:16,15:45,88.74,71.45
T655,245,88,107.37,167.05,136.92,10:56,13:43,13:12,-30.13,-36.76
T656,363,71,61.73,306.76,352.81,08:02,13:08,13:54,46.05,40.04
T657,163,88,111.78,111.14,87.49,09:02,10:53,10:29,-23.65,-30.04
T658,124,74,77.62,100.54,95.85,06:48,08:28,08:23,-4.69,-4.92
T659,462,83,79.84,333.98,347.18,07:07,12:40,12:54,13.2,12.7
T660,425,77,80.7,331.17,315.98,10:30,16:01,15:45,-15.18,-15.91
T661,469,65,65.65,432.92,428.63,06:12,13:24,13:20,-4.29,-4.34
T662,266,50,57.76,319.2,276.3,08:52,14:11,13:28,-42.9,-49.56
T663,326,74,64.34,264.32,304.0,07:37,12:01,12:40,39.67,34.49
T664,298,47,42.86,380.43,417.21,07:11,13:31,14:08,36.79,33.54
T665,213,85,105.1,150.35,121.6,07:07,09:37,09:08,-28.75,-35.55
T666,443,53,67.2,501.51,395.55,08:17,16:38,14:52,-105.96,-134.34
T667,406,49,60.54,497.14,402.37,08:26,16:43,15:08,-94.77,-117.09
T668,457,41,39.02,668.78,702.74,08:42,19:50,20:24,33.96,32.32
T669,241,85,99.3,170.12,145.62,07:21,10:11,09:46,-24.5,-28.62
T670,276,48,47.32,345.0,349.97,09:07,14:52,14:56,4.97,4.9
T671,226,42,41.94,322.86,323.33,06:09,11:31,11:32,0.48,0.48
T672,148,60,49.37,148.0,179.87,07:27,09:55,10:26,31.87,26.22
T673,85,65,68.55,78.46,74.39,09:45,11:03,10:59,-4.07,-4.29
T674,145,47,38.15,185.11,228.05,09:06,12:11,12:54,42.95,34.86
T675,201,87,78.21,138.62,154.2,09:48,12:06,12:22,15.58,14.01
T676,200,41,49.73,292.68,241.28,08:14,13:06,12:15,-51.4,-62.35
T677,239,45,37.09,318.67,386.62,06:49,12:07,13:15,67.95,56.01
T678,273,67,49.76,244.48,329.18,09:35,13:39,15:04,84.7,62.91
T679,86,92,68.21,56.09,75.65,09:44,10:40,10:59,19.56,14.5
T680,317,68,85.98,279.71,221.2,06:24,11:03,10:05,-58.5,-73.97
T681,418,65,65.27,385.85,384.25,09:17,15:42,15:41,-1.6,-1.6
T682,232,64,60.52,217.5,230.0,09:38,13:15,13:28,12.5,11.82
T683,62,51,60.51,72.94,61.47,10:10,11:22,11:11,-11.47,-13.61
T684,328,44,52.87,447.27,372.26,06:39,14:06,12:51,-75.01,-90.12
T685,266,73,65.65,218.63,243.11,09:15,12:53,13:18,24.48,22.01
T686,404,87,97.11,278.62,249.62,06:31,11:09,10:40,-29.0,-32.37
T687,410,76,88.36,323.68,278.4,10:39,16:02,15:17,-45.29,-52.65
T688,335,54,59.01,372.22,340.62,09:07,15:19,14:47,-31.61,-34.54
T689,322,83,65.65,232.77,294.29,06:42,10:34,11:36,61.52,48.66
T690,418,75,91.91,334.4,272.86,06:15,11:49,10:47,-61.54,-75.42
T691,111,54,55.27,123.33,120.51,07:13,09:16,09:13,-2.83,-2.89
T692,133,82,71.3,97.32,111.93,09:49,11:26,11:40,14.61,12.7
T693,417,87,83.1,287.59,301.09,07:11,11:58,12:12,13.51,12.9
